iter	Logloss
813	0.1283354356
814	0.1282958442
815	0.1282834609
816	0.1282622922
817	0.1282395482
818	0.1281753224
819	0.1281620475
820	0.1281273802
821	0.1281056988
822	0.1280910903
823	0.1280632247
824	0.1280293344
825	0.1280001812
826	0.127981925
827	0.127948945
828	0.1279057193
829	0.1278903405
830	0.1278705391
831	0.1278469008
832	0.1277816281
833	0.1277506853
834	0.1277205168
835	0.1276856242
836	0.1276730791
837	0.1276409695
838	0.1276297994
839	0.1276009855
840	0.1275875058
841	0.1275818405
842	0.1275652343
843	0.1275531625
844	0.1275431756
845	0.1275377836
846	0.1275241035
847	0.1275182249
848	0.1274871421
849	0.1274639504
850	0.1274444741
851	0.1274134259
852	0.1273897572
853	0.1273667074
854	0.1273051926
855	0.1272600857
856	0.1272497708
857	0.1272263657
858	0.1272052738
859	0.1271700689
860	0.1271541858
861	0.1271416115
862	0.1271209834
863	0.1270946149
864	0.1270709077
865	0.1270492875
866	0.1270366547
867	0.127023336
868	0.127005318
869	0.1269735269
870	0.1269551122
871	0.1269372588
872	0.1269320952
873	0.1269048175
874	0.1268814584
875	0.1268517506
876	0.1268419706
877	0.1268223104
878	0.1268222919
879	0.1267847445
880	0.1267672758
881	0.1267492934
882	0.1267163183
883	0.126697076
884	0.1266915358
885	0.1266666984
886	0.1266542233
887	0.1266327701
888	0.126610137
889	0.1265837337
890	0.1265587845
891	0.1265420521
892	0.1265283284
893	0.1265149726
894	0.126479475
895	0.1264438397
896	0.1264355384
897	0.1263979969
898	0.1263650087
899	0.1263441218
900	0.1263063649
901	0.126288085
902	0.1262538627
903	0.1262341356
904	0.1261921313
905	0.1261520517
906	0.1261322381
907	0.1260956026
908	0.1260758589
909	0.1260646713
910	0.1260370142
911	0.1260131197
912	0.1259934233
913	0.125976912
914	0.1259586993
915	0.1259535931
916	0.1259115459
917	0.1258571357
918	0.125821794
919	0.1258031535
920	0.1257834178
921	0.1257518101
922	0.1257357471
923	0.1257243681
924	0.1257056688
925	0.1256771097
926	0.1256521933
927	0.1256440557
928	0.1255740241
929	0.1255367668
930	0.1255091054
931	0.125503013
932	0.1254908461
933	0.1254802949
934	0.125463553
935	0.1254564854
936	0.1254484877
937	0.1254329855
938	0.1254181725
939	0.1254075587
940	0.1253775962
941	0.1253552524
942	0.1253303632
943	0.1253111541
944	0.1252951216
945	0.1252780874
946	0.1252506045
947	0.1252466786
948	0.1252295036
949	0.1251956613
950	0.1251710364
951	0.1251298328
952	0.125093682
953	0.1250878841
954	0.1250573023
955	0.1250533754
956	0.1250115051
957	0.1249712133
958	0.1249446683
959	0.1249044219
960	0.1249001183
961	0.1248849276
962	0.1248545829
963	0.1248436033
964	0.1248385668
965	0.1248234659
966	0.1248012726
967	0.1247823453
968	0.1247505111
969	0.1247345762
970	0.1247162963
971	0.1246767168
972	0.1246580234
973	0.1246053974
974	0.124568383
975	0.1245439581
976	0.124530668
977	0.1245064055
978	0.1244655514
979	0.1244492833
980	0.1244034322
981	0.1243682939
982	0.1243609459
983	0.1243409481
984	0.1243214683
985	0.1242700991
986	0.1242370085
987	0.1242174644
988	0.1242101372
989	0.1241688313
990	0.1241362839
991	0.124103033
992	0.1240729067
993	0.1240570983
994	0.1240402792
995	0.12402896
996	0.1240111303
997	0.1239701444
998	0.1239646684
999	0.1239030417
1000	0.1238298393
1001	0.1238138812
1002	0.1237918465
1003	0.1237808717
1004	0.1237534357
1005	0.123731626
1006	0.1237089588
1007	0.1236724448
1008	0.1236262966
1009	0.1235904819
1010	0.1235683953
1011	0.1235366871
1012	0.1235186966
1013	0.1234946133
1014	0.123455369
1015	0.123446454
1016	0.1234233445
1017	0.12339048
1018	0.123347719
1019	0.1233308462
1020	0.1233033375
1021	0.123286949
1022	0.1232542
1023	0.123229133
1024	0.123200632
1025	0.1231883676
1026	0.1231344723
1027	0.1231230906
1028	0.1230998052
1029	0.1230678273
1030	0.1230350679
1031	0.1230215293
1032	0.1230024595
1033	0.1229765861
1034	0.1229393104
1035	0.1229089169
1036	0.1228831169
1037	0.1228587314
1038	0.122835604
1039	0.1228293032
1040	0.1227833559
1041	0.1227682225
1042	0.1227508436
1043	0.1227233693
1044	0.1226972057
1045	0.122664511
1046	0.1226254225
1047	0.1225860465
1048	0.1225676675
1049	0.1225212621
1050	0.1224914217
1051	0.1224528283
1052	0.1224473023
1053	0.1224299731
1054	0.1223864595
1055	0.1223654882
1056	0.1223464333
1057	0.1223101707
1058	0.1222552733
1059	0.1222130203
1060	0.122186458
1061	0.1221078534
1062	0.1220456893
1063	0.122021243
1064	0.1220150875
1065	0.1220004538
1066	0.121981193
1067	0.1219660092
1068	0.121952116
1069	0.121939288
1070	0.1219150359
1071	0.1218897818
1072	0.1218663694
1073	0.1218529976
1074	0.121837817
1075	0.1218259892
1076	0.1218131129
1077	0.1217981002
1078	0.1217769614
1079	0.1217575408
1080	0.1217386234
1081	0.1217098016
1082	0.1216945567
1083	0.1216914431
1084	0.1216689888
1085	0.1216537621
1086	0.1216415234
1087	0.1216334088
1088	0.121617761
1089	0.1215774216
1090	0.121545319
1091	0.1215289526
1092	0.1215081503
1093	0.1214882745
1094	0.1214612005
1095	0.1214071132
1096	0.1213794926
1097	0.1213553622
1098	0.1213171365
1099	0.1213101769
1100	0.12126118
1101	0.1212341203
1102	0.121215763
1103	0.1212000259
1104	0.1211747468
1105	0.1211278983
1106	0.1210984468
1107	0.1210721696
1108	0.1210536964
1109	0.1210354281
1110	0.1209996416
1111	0.1209896711
1112	0.120972138
1113	0.1209373692
1114	0.1209207841
1115	0.1208801987
1116	0.1208268873
1117	0.1208148152
1118	0.1207853671
1119	0.1207742493
1120	0.1207691797
1121	0.1207466865
1122	0.120699566
1123	0.1206818262
1124	0.1206501578
1125	0.1206392801
1126	0.1206134943
1127	0.1205911303
1128	0.120576221
1129	0.1205481779
1130	0.1205354322
1131	0.1204881243
1132	0.1204752502
1133	0.1204389364
1134	0.1204148129
1135	0.1203968901
1136	0.120370349
1137	0.1203424979
1138	0.1203112746
1139	0.1202739934
1140	0.1202513486
1141	0.1202364652
1142	0.1202003134
1143	0.1201440063
1144	0.1201271924
1145	0.1200894593
